"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4711446","289-2023","709543227","CO1.BDOS.4606864","MEDIC COLOMBIA SAS","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","06/22/2023","06/22/2023",,,,,"06/22/2023","$5,850,000","Contratación régimen especial","Regla aplicable","76","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51142001","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4612944","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9522689","0011-2026","709543227","CO1.BDOS.9354103","CONTRATO DE PRESTACION DE SERVICIOS - MARIA ALEJANDRA DIAZ BURGOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio...","Presentación de oferta","01/03/2026","01/03/2026",,,,,"01/03/2026","$9,450,000","Contratación régimen especial","Regla aplicable","90","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9371486","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7046835","917-2024","709543227","CO1.BDOS.6915990","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrat","Presentación de oferta","10/21/2024","10/21/2024",,,,,"10/21/2024","$7,500,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6926261","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8895146","811-2025","709543227","CO1.BDOS.8737064","PRESTACION DE SERVICIOS - TANIA KARINA CUERO CASANOVA","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de...","Fase de ofertas","09/11/2025","09/11/2025",,,,,"09/11/2025","$12,600,000","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8760561","709,543,227","Fase de ofertas"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9407767","1244-2025","709543227","CO1.BDOS.9239481","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE aprestar sus servicios como tecnologo en promocion y prevencion de la salud para el desarrollo de las actividades contempladas en el componente de  lesiones autoinflingidas, de acuerdo con el contenidos del nuevo anexo tecnico producto de la Modificación No. 1 al contrato  No. 20252190   y la Política Pública de Salud Colectiva 'La Salud en Todos los Derechos', fortaleciendo los entornos educativo, comunitario, la","Presentación de oferta","12/09/2025","12/09/2025",,,,,"12/09/2025","$5,200,000","Contratación régimen especial","Regla aplicable","26","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9267073","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9826538","0189-2026","709543227","CO1.BDOS.9658681","PRESTACION DE SERVICIOS - JANNETH ALEXANDRA BETANCOURT NARVAEZ","Contratar la prestación de servicios profesionales en PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo.....","Fase de ofertas","01/21/2026","01/21/2026",,,,,"01/21/2026","$23,650,000","Contratación régimen especial","Regla aplicable","5","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9672836","709,543,227","Fase de ofertas"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8403563","439-2025","709543227","CO1.BDOS.8255374","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios profesionales EN MEDICINA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención","Presentación de oferta","06/12/2025","06/12/2025",,,,,"06/12/2025","$15,000,000","Contratación régimen especial","Regla aplicable","52","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8276962","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6297905","283-2024","709543227","CO1.BDOS.6175499","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios profesionales como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 2016 del 29 de noviembre del 2023","Presentación de oferta","05/27/2024","05/27/2024",,,,,"05/27/2024","$6,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6184207","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3230728","256-2022","709543227","CO1.BDOS.3145360","SUMINISTROS","SUMINISTRO DE DOTACIÓN CONSISTENTE EN LA ENTREGA DE VESTIDO Y CALZADO DE LABOR PARA LOS EMPLEADOS PÚBLICOS Y TRABAJADORES OFICIALES DE LA Empresa Social Del Estado Pasto Salud E.S.E","Presentación de oferta","08/12/2022","08/12/2022",,,,,"08/12/2022","$59,685,000","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.53102710","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3148214","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4305177","132-2023","709543227","CO1.BDOS.4207257","SUMINISTRO","DISEÑO, SUMINISTRO E INSTALACIÓN DE LETREROS EXTERNOS Y SEÑALIZACIÓN NORMATIVA PARA  LAS SEDES LA EMPRESA SOCIAL DEL ESTADO PASTO SAUD E.S.E.","Presentación de oferta","03/23/2023","03/23/2023",,,,,"03/23/2023","$55,000,000","Contratación régimen especial","Regla aplicable","13","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.55121714","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4209031","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3322927","336-2022","709543227","CO1.BDOS.3236224","PRESTACIÓN DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como  comunicador social y periodista, para apoyar en el programa de radio en el proceso transversal de comunicaciones, establecidas en anexo técnico, para dar cumplimiento al Contrato Interadministrativo 20222696.","Presentación de oferta","09/05/2022","09/05/2022",,,,,"09/05/2022","$15,123,000","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3238437","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9852808","0191-2026","709543227","CO1.BDOS.9685703","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales en PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","01/22/2026","01/22/2026",,,,,"01/22/2026","$23,650,000","Contratación régimen especial","Regla aplicable","5","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9698540","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6516490","485-2024 copia","709543227","CO1.BDOS.6391495","485-2024 copia","Contratar la prestación de servicios profesionales como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 2016 del 29 de noviembre del 2023",,,,,,,,,"$4,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","709,543,227","No Definido"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8941061","890-20255","709543227","CO1.BDOS.8781777","PRESTACIÓN DE SERVICIOS - DANIELA FERNANDA ERASO VALENCIA","Contratar la prestación de servicios profesionales en ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","09/19/2025","09/19/2025",,,,,"09/19/2025","$22,050,000","Contratación régimen especial","Regla aplicable","104","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8806630","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6119824","173-2024-","709543227","CO1.BDOS.6000442","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 2016 del 29 de noviembre del 2023 y la resolución 1778 del 31","Presentación de oferta","04/19/2024","04/19/2024",,,,,"04/19/2024","$6,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6008161","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9530520","0021-2026","709543227","CO1.BDOS.9362028","PRESTACION DE SERVICIOS","El contratista se compromete con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios profesionales como abogada para realizar el acompañamiento y apoyo en la oficina jurídica de los procesos de contratación relacionada con los equipos básicos en salud (EBS) incluyendo revisión y elaboración de estudios previos y seguimiento de todo el proceso contractual de los mismos","Presentación de oferta","01/05/2026","01/05/2026",,,,,"01/05/2026","$23,253,500","Contratación régimen especial","Regla aplicable","181","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9377749","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8238145","369-2025","709543227","CO1.BDOS.8094140","CONTRATO DE COMPRAVENTA","COMPRA DE PAQUETES ABDOMINALES, BATAS Y CAMPOS QUIRÚRGICOS PARA EL HOSPITAL SANTA MONICA DE ACUERDO AL PLAN ANUAL DE ADQUISICIONES 2025 DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD ESE","Presentación de oferta","05/09/2025","05/09/2025",,,,,"05/09/2025","$29,800,000","Contratación régimen especial","Regla aplicable","38","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.42131702","Abierto","Compraventa","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8112820","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7045359","903-2024","709543227","CO1.BDOS.6914937","PRESTACION DE SERVICIOS","Prestación de servicios de apoyo a la gestión a través de profesionales, tecnólogos, técnicos y de apoyos para el desarrollo del PROCESO DE ATENCIÓN AL CLIENTE ASISTENCIAL en los servicios de atención ambulatoria, urgencias, hospitalización, quirófanos, apoyo diagnóstico y el PROCESO DE APOYO ADMINISTRATIVO (gerencia de la información y comunicación, ambiente físico, gestión de la tecnología) en las sedes asistenciales, sede administrativa, ambulancias y unidades móviles que conforman la red de","Presentación de oferta","10/21/2024","10/21/2024",,,,,"10/21/2024","$2,637,500,000","Contratación régimen especial","Regla aplicable","60","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6925046","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4588203","228-2023","709543227","CO1.BDOS.4485070","prestación de servicios","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como tecnólogo en promoción de la salud para apoyar las actividades establecidas en la problemática de Crónicas - Nutrición, así mismo, apoyar las actividades del componente transversal, según anexo técnico de esta vigencia, para dar cumplimiento al Contrato Interadministrativo No.20231729.","Presentación de oferta","05/29/2023","05/29/2023",,,,,"05/29/2023","$14,983,275","Contratación régimen especial","Regla aplicable","217","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4490463","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7465699","051-2025","709543227","CO1.BDOS.7329788","PRESTACIÓN DE SERVICIOS","Prestación de servicios profesionales dirigidos a apoyar el mantenimiento el Sistema Único de Acreditación y el sistema de gestión de calidad bajo la norma ISO 9001:2015 en cumplimiento de los requisitos y estándares aplicables, en la Red Norte de la empresa social del estado Pasto Salud ESE.","Presentación de oferta","01/15/2025","01/15/2025",,,,,"01/15/2025","$20,915,230","Contratación régimen especial","Regla aplicable","170","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7346171","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9057938","995-2025","709543227","CO1.BDOS.8897031","CONTRATO DE PRESTACION DE SERVICIOS - GREEN SERVICES AND SOLUTIONS S.A.S.","Mantenimiento de equipos de comunicaciones y sistemas mediante la instalación y configuración de dos clústeres en Hyper-V con dos servidores PowerEdge R750 y dos servidores PowerEdge R820, y configuración de Directorio Activo, permitiendo la replicación de 2 VMs entre sedes para garantizar alta disponibilidad...","Presentación de oferta","10/09/2025","10/09/2025",,,,,"10/09/2025","$68,752,428","Contratación régimen especial","Regla aplicable","37","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.81112220","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8923044","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9887110","267-2026","709543227","CO1.BDOS.9718933","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Fase de ofertas","01/23/2026","01/23/2026",,,,,"01/23/2026","$9,450,000","Contratación régimen especial","Regla aplicable","90","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9735610","709,543,227","Fase de ofertas"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4722864","294-2023","709543227","CO1.BDOS.4618550","PRESTACION DE SERVICIOS - LUIS ENRIQUE BUSTOS TOBAR","Prestar los Servicios profesionales como comunicador social para diseño y producción audiovisual  para la Empresa Social del Estado Pasto Salud ESE.","Presentación de oferta","06/23/2023","06/23/2023",,,,,"06/23/2023","$21,614,286","Contratación régimen especial","Regla aplicable","192","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4624377","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3620341","478-2022","709543227","CO1.BDOS.3527626","CONTRATO DE SUMINISTROS",": El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","11/16/2022","11/16/2022",,,,,"11/16/2022","$1,453,020","Contratación régimen especial","Regla aplicable","46","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51171913","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3533425","709,543,227","Presentación de oferta"
